品类,日期,销量
category51,2022/9/7,578
category157,2023/6/4,578
category128,2022/8/13,578
category122,2023/4/26,578
category303,2022/7/12,578
category192,2023/4/17,578
category160,2022/8/14,578
category62,2022/7/31,578
category107,2022/9/6,578
category160,2023/5/16,578
category56,2022/8/26,578
category241,2022/9/23,578
category29,2022/7/22,578
category331,2023/6/5,578
category169,2022/7/2,578
category275,2023/6/26,578
category122,2022/7/4,578
category192,2023/4/30,578
category184,2022/8/7,578
category287,2023/4/5,578
category47,2022/8/23,578
category56,2022/7/27,578
category286,2022/9/11,578
category240,2023/5/8,578
category273,2022/7/3,578
category197,2022/9/9,578
category29,2022/9/24,578
category143,2022/7/14,578
category273,2023/5/2,576
category56,2023/6/6,576
category48,2023/4/29,576
category240,2022/8/12,576
category331,2023/4/12,576
category281,2022/8/15,576
category116,2022/9/1,576
category240,2023/4/28,576
category148,2022/7/23,576
category141,2022/9/11,576
category241,2023/5/3,576
category8,2022/9/6,576
category160,2023/5/30,576
category281,2022/7/19,576
category286,2022/7/28,576
category286,2023/4/19,576
category143,2022/7/25,576
category160,2022/9/27,576
category184,2022/8/25,576
category281,2023/4/29,576
category157,2023/5/16,576
category321,2023/4/28,576
category299,2022/7/1,576
category226,2022/7/3,576
category17,2023/4/26,576
category146,2022/9/3,576
category198,2022/9/17,576
category16,2023/4/10,576
category80,2022/7/15,576
category286,2022/8/3,576
category303,2022/7/18,576
category62,2022/7/27,576
category233,2023/4/13,576
category5,2023/4/26,576
category71,2022/9/7,576
category232,2022/9/16,576
category240,2023/6/5,574
category8,2023/5/19,574
category62,2022/7/28,574
category51,2022/9/9,574
category293,2022/8/20,574
category198,2022/8/6,574
category169,2022/9/4,574
category258,2023/4/1,574
category287,2022/9/1,574
category316,2022/9/6,574
category165,2023/4/15,574
category241,2022/9/9,574
category128,2023/4/18,574
category160,2022/9/14,574
category236,2022/8/4,574
category241,2022/8/9,574
category79,2022/7/31,574
category232,2022/7/5,574
category241,2023/4/17,574
category194,2023/6/2,574
category321,2023/4/27,574
category198,2023/6/2,574
category275,2023/5/17,574
category160,2023/5/2,574
category152,2023/4/29,574
category241,2023/4/16,574
category51,2022/9/18,574
category281,2022/7/29,574
category281,2023/5/1,574
category247,2022/7/26,574
category70,2022/8/30,574
category107,2022/9/16,574
category26,2023/5/14,574
category286,2022/8/23,574
category71,2023/5/31,574
category12,2022/9/21,572
category198,2022/7/1,572
category35,2023/6/25,572
category286,2022/7/29,572
category135,2022/9/1,572
category184,2022/7/3,572
category70,2023/6/4,572
category51,2023/5/9,572
category238,2023/6/17,572
category12,2022/8/19,572
category241,2023/5/26,572
category258,2023/4/8,572
category160,2022/7/30,572
category281,2023/4/20,572
category241,2022/7/22,572
category128,2023/5/5,572
category8,2023/4/21,572
category160,2023/4/10,572
category281,2022/7/20,572
category143,2023/5/10,572
category171,2022/9/1,572
category299,2022/7/27,572
category128,2023/4/12,572
category35,2023/4/17,572
category286,2023/4/8,572
category56,2022/9/1,572
category8,2023/4/17,572
category146,2022/9/19,572
category236,2022/8/16,572
category107,2022/8/18,572
category241,2022/8/3,572
category299,2023/6/12,572
category316,2022/7/22,572
category184,2023/5/27,572
category281,2023/5/22,572
category160,2022/8/13,572
category47,2023/6/2,572
category160,2023/6/12,572
category79,2023/5/18,572
category197,2023/5/8,572
category192,2022/7/18,570
category240,2022/9/16,570
category331,2023/4/6,570
category93,2023/4/29,570
category33,2023/4/25,570
category184,2023/4/12,570
category109,2023/6/26,570
category198,2023/6/6,570
category75,2023/5/13,570
category35,2023/5/20,570
category29,2023/6/21,570
category321,2023/5/16,570
category321,2023/6/9,570
category262,2023/6/28,570
category160,2023/5/19,570
category316,2022/9/2,570
category240,2022/9/30,570
category8,2023/5/10,570
category152,2023/4/15,570
category118,2023/6/16,570
category143,2022/9/17,570
category80,2022/7/14,570
category17,2023/4/21,570
category35,2022/9/9,570
category240,2022/7/11,570
category12,2023/4/7,570
category160,2023/6/20,570
category93,2022/7/7,570
category184,2023/6/23,570
category229,2023/6/30,570
category208,2022/8/20,568
category240,2023/5/6,568
category47,2022/7/22,568
category107,2023/5/6,568
category16,2023/6/21,568
category160,2022/7/22,568
category252,2022/7/29,568
category51,2022/8/16,568
category241,2023/5/7,568
category160,2022/8/17,568
category160,2023/5/3,568
category184,2023/5/16,568
category146,2022/9/8,568
category286,2022/8/21,568
category194,2023/5/18,568
category240,2022/8/3,568
category275,2023/6/24,568
category281,2022/9/21,568
category94,2023/6/2,568
category262,2022/7/17,568
category16,2023/4/20,568
category103,2023/5/2,568
category275,2023/6/25,568
category240,2022/9/23,568
category160,2023/4/19,568
category169,2022/7/6,568
category275,2023/6/29,568
category63,2023/4/10,568
category35,2023/6/22,568
category45,2022/9/1,568
category47,2023/5/31,568
category12,2022/8/2,568
category258,2022/9/11,568
category8,2023/5/25,568
category184,2023/4/13,568
category303,2023/6/20,568
category192,2023/5/14,568
category26,2023/6/7,568
category286,2022/7/24,568
category331,2023/6/9,566
category32,2023/4/18,566
category184,2023/4/27,566
category70,2022/9/17,566
category12,2023/6/5,566
category107,2022/7/29,566
category241,2022/8/10,566
category122,2022/8/19,566
category240,2022/8/14,566
category56,2023/4/26,566
category29,2022/9/20,566
category141,2023/5/20,566
category198,2023/6/9,566
category32,2023/4/1,566
category8,2023/6/26,566
category148,2022/7/3,566
category122,2022/8/13,566
category194,2022/8/2,566
category8,2022/7/28,566
category143,2022/7/16,566
category12,2022/9/14,566
category56,2022/8/17,566
category281,2022/9/1,566
category70,2022/9/19,566
category29,2022/7/9,566
category240,2023/4/15,566
category184,2022/8/9,566
category241,2022/8/13,566
category184,2022/7/30,566
category73,2022/9/20,566
category109,2023/5/10,566
category71,2023/6/8,566
category12,2023/4/12,564
category8,2022/7/14,564
category239,2022/9/14,564
category299,2022/8/3,564
category128,2023/5/31,564
category173,2023/4/22,564
category47,2022/7/8,564
category160,2022/9/11,564
category247,2022/9/22,564
category236,2022/7/29,564
category184,2023/4/30,564
category281,2023/6/26,564
category157,2023/5/29,564
category8,2022/7/22,564
category17,2023/5/22,564
category70,2022/9/29,564
category198,2022/7/7,564
category8,2023/5/22,564
category255,2023/6/19,564
category29,2023/5/24,564
category233,2022/9/21,564
category240,2022/8/1,564
category8,2023/4/22,564
category146,2022/7/14,564
category321,2023/6/21,564
category51,2023/5/8,564
category165,2022/7/2,564
category160,2022/8/1,564
category77,2023/6/24,564
category51,2023/6/6,564
category240,2023/5/4,564
category146,2022/8/25,564
category70,2023/6/20,564
category157,2022/9/8,564
category232,2023/6/3,564
category198,2022/8/1,562
category184,2023/4/14,562
category281,2023/5/3,562
category80,2022/9/14,562
category128,2023/5/30,562
category77,2022/8/13,562
category239,2022/8/21,562
category198,2022/7/16,562
category103,2022/8/23,562
category93,2022/7/6,562
category8,2022/8/1,562
category47,2023/6/14,562
category160,2022/7/16,562
category152,2023/4/28,562
category51,2022/7/6,562
category47,2022/9/28,562
category8,2023/6/28,562
category8,2022/8/15,562
category160,2022/9/19,562
category281,2023/5/4,562
category51,2023/5/25,562
category331,2023/6/3,562
category56,2023/6/8,562
category146,2022/7/21,562
category109,2022/8/16,562
category12,2022/9/22,562
category258,2022/9/18,562
category8,2022/7/17,562
category262,2023/6/9,562
category56,2023/6/9,562
category299,2022/8/10,562
category103,2023/5/3,562
category46,2023/6/18,562
category192,2022/7/22,562
category316,2022/9/16,562
category48,2022/7/8,562
category229,2023/6/5,562
category160,2022/8/15,560
category233,2022/8/25,560
category139,2023/6/24,560
category56,2022/9/3,560
category32,2023/4/13,560
category281,2022/8/5,560
category8,2023/5/11,560
category35,2023/4/18,560
category286,2023/4/17,560
category286,2022/8/1,560
category17,2023/4/14,560
category239,2023/5/31,560
category192,2022/8/22,560
category128,2023/6/15,560
category184,2023/4/22,560
category273,2023/5/14,560
category299,2022/8/4,560
category8,2023/5/23,560
category286,2022/8/5,560
category122,2023/4/23,560
category184,2022/7/25,560
category262,2023/6/29,560
category152,2023/4/22,560
category47,2022/9/26,558
category26,2023/5/18,558
category232,2022/9/21,558
category198,2022/8/17,558
category184,2023/6/21,558
category252,2023/6/17,558
category71,2023/6/4,558
category171,2023/5/9,558
category47,2022/8/25,558
category103,2023/4/24,558
category262,2022/7/7,558
category56,2023/4/29,558
category275,2022/7/14,558
category8,2023/5/9,558
category70,2022/9/12,558
category29,2023/6/1,558
category262,2022/8/27,558
category241,2023/5/20,558
category8,2023/5/8,558
category198,2022/7/5,558
category122,2023/5/7,558
category51,2022/9/17,558
category262,2023/4/9,558
category152,2023/4/30,558
category281,2022/8/9,558
category258,2022/8/28,558
category8,2022/9/20,558
category233,2023/6/8,558
category194,2022/8/3,558
category47,2022/7/10,556
category299,2023/6/28,556
category146,2022/9/28,556
category139,2023/5/26,556
category103,2022/8/3,556
category8,2023/4/6,556
category51,2022/8/31,556
category47,2023/4/19,556
category17,2023/4/10,556
category48,2023/4/30,556
category51,2022/8/1,556
category208,2023/4/6,556
category287,2023/5/4,556
category8,2023/4/29,556
category8,2022/9/22,556
category281,2022/7/26,556
category233,2022/9/23,556
category35,2023/6/24,556
category47,2022/9/18,556
category273,2022/7/4,556
category331,2023/5/26,556
category12,2022/8/18,556
category201,2023/5/30,556
category62,2023/4/5,556
category8,2023/5/18,556
category51,2022/7/14,556
category287,2023/4/21,556
category103,2023/4/30,556
category192,2023/6/4,556
category12,2022/9/16,556
category258,2022/8/27,556
category93,2022/7/5,554
category8,2022/7/23,554
category122,2023/4/25,554
category146,2022/8/17,554
category146,2022/7/16,554
category241,2022/7/27,554
category286,2022/8/12,554
category51,2022/7/5,554
category299,2022/8/12,554
category32,2023/5/5,554
category128,2023/5/4,554
category258,2022/7/30,554
category171,2023/4/14,554
category240,2023/5/7,554
category198,2022/8/19,554
category70,2022/8/31,554
category143,2022/8/1,554
category171,2023/4/4,554
category169,2022/7/1,554
category184,2023/5/7,554
category143,2022/9/18,554
category299,2023/6/19,554
category197,2022/7/16,554
category258,2022/9/3,554
category8,2023/4/13,554
category143,2022/7/24,554
category240,2022/9/10,554
category240,2022/9/11,554
category256,2023/6/18,554
category160,2022/7/15,554
category51,2023/6/8,554
category12,2022/7/30,554
category252,2023/6/30,554
category165,2023/5/28,554
category258,2022/9/25,552
category160,2023/5/17,552
category157,2022/8/25,552
category321,2023/6/29,552
category28,2023/5/15,552
category8,2022/8/10,552
category184,2023/5/15,552
category35,2023/6/30,552
category143,2022/8/15,552
category45,2023/4/23,552
category323,2022/8/27,552
category12,2022/8/3,552
category316,2023/4/22,552
category258,2022/8/21,552
category160,2023/4/9,552
category286,2022/8/19,552
category8,2023/5/26,552
category35,2023/6/23,552
category247,2022/9/5,552
category286,2023/6/10,552
category12,2023/4/3,552
category258,2023/6/11,552
category109,2023/6/25,552
category152,2023/5/1,552
category29,2023/5/30,552
category135,2022/9/9,552
category157,2023/5/18,552
category198,2022/7/14,552
category56,2022/7/29,552
category258,2023/6/13,552
category160,2023/5/20,552
category35,2023/4/16,552
category192,2022/8/28,552
category128,2023/6/8,552
category227,2023/5/19,552
category122,2023/4/20,552
category286,2022/9/12,552
category56,2022/8/11,550
category241,2022/8/19,550
category17,2023/4/27,550
category160,2022/8/10,550
category184,2023/4/16,550
category94,2023/6/18,550
category240,2023/6/4,550
category109,2022/9/22,550
category80,2022/8/24,550
category299,2022/7/28,550
category51,2022/7/26,550
category56,2022/7/26,550
category8,2022/9/28,550
category287,2022/9/9,550
category16,2023/6/3,550
category103,2023/5/6,550
category136,2022/7/25,550
category143,2022/8/7,550
category51,2023/5/31,550
category236,2022/8/30,550
category28,2022/7/30,550
category275,2022/8/4,550
category51,2022/8/8,550
category262,2022/7/1,550
category262,2022/7/24,550
category240,2022/8/15,550
category236,2022/8/19,550
category262,2023/6/27,550
category316,2023/5/24,550
category184,2022/7/28,550
category146,2022/8/8,550
category236,2023/6/15,550
category47,2022/7/26,550
category299,2022/8/8,550
category103,2023/5/1,550
category316,2023/6/3,550
category275,2022/8/18,550
category8,2022/8/2,550
category146,2022/7/28,550
category29,2023/6/19,550
category286,2022/8/6,550
category303,2022/7/17,550
category321,2023/5/18,550
category241,2023/5/6,548
category299,2022/7/11,548
category103,2023/4/23,548
category258,2023/6/10,548
category307,2022/7/10,548
category184,2023/4/24,548
category103,2023/4/16,548
category33,2023/4/24,548
category146,2022/9/1,548
category241,2023/4/15,548
category241,2023/4/2,548
category122,2023/4/1,548
category281,2022/7/27,548
category273,2022/7/11,548
category8,2022/8/4,548
category297,2022/8/4,548
category51,2023/4/15,548
category171,2023/6/4,548
category8,2022/9/8,548
category8,2022/7/31,548
category62,2022/7/13,548
category51,2023/4/25,548
category232,2022/7/20,548
category287,2022/9/30,548
category227,2023/5/29,548
category169,2022/7/7,548
category128,2023/6/13,548
category17,2023/4/18,548
category136,2023/6/18,548
category80,2022/7/4,548
category258,2023/5/3,546
category252,2022/8/3,546
category293,2022/9/12,546
category47,2023/6/13,546
