品类,日期,销量
category212,2022/11/8,77
category232,2022/11/7,869
category196,2022/11/7,1640
category277,2022/11/7,59
category230,2022/11/7,15
category58,2022/11/7,2613
category201,2022/11/7,69
category324,2022/11/8,252
category226,2022/11/7,1272
category33,2022/11/9,261
category280,2022/11/7,5046
category45,2022/11/8,513
category62,2022/11/8,733
category224,2022/11/7,33
category257,2022/11/7,90
category281,2022/11/7,425
category223,2022/11/8,6399
category239,2022/11/8,758
category290,2022/11/7,38
category88,2022/11/8,890
category45,2022/11/9,427
category56,2022/11/8,1012
category186,2022/11/7,2305
category151,2022/11/7,1957
category77,2022/11/7,3647
category292,2022/11/7,54
category89,2022/11/7,829
category52,2022/11/7,136
category264,2022/11/7,163
category275,2022/11/7,107
category84,2022/11/7,53023
category158,2022/11/8,128
category194,2022/11/7,372
category171,2022/11/8,1507
category242,2022/11/7,3374
category118,2022/11/8,51
category130,2022/11/8,14282
category325,2022/11/8,220
category42,2022/11/7,10389
category259,2022/11/7,2847
category284,2022/11/7,196
category108,2022/11/8,240
category44,2022/11/8,5636
category155,2022/11/7,54
category316,2022/11/9,725
category190,2022/11/8,200
category119,2022/11/7,3
category204,2022/11/7,49
category172,2022/11/8,190
category230,2022/11/8,22
category190,2022/11/7,189
category214,2022/11/9,69
category273,2022/11/8,1462
category241,2022/11/8,685
category155,2022/11/8,83
category35,2022/11/8,738
category46,2022/11/7,311
category148,2022/11/7,298
category26,2022/11/8,453
category300,2022/11/8,515
category59,2022/11/8,29
category63,2022/11/9,1878
category300,2022/11/7,711
category243,2022/11/7,13974
category49,2022/11/7,287
category154,2022/11/8,1373
category282,2022/11/8,1163
category157,2022/11/8,693
category2,2022/11/7,15223
category21,2022/11/7,53179
category223,2022/11/7,4203
category165,2022/11/8,1152
category287,2022/11/7,231
category254,2022/11/9,30962
category33,2022/11/7,284
category262,2022/11/8,1479
category103,2022/11/7,701
category229,2022/11/7,97
category305,2022/11/8,206
category151,2022/11/8,2246
category102,2022/11/7,10652
category286,2022/11/7,1628
category227,2022/11/8,278
category308,2022/11/8,28444
category296,2022/11/7,234
category305,2022/11/7,152
category236,2022/11/7,513
category335,2022/11/7,16
category122,2022/11/7,591
category173,2022/11/7,999
category239,2022/11/7,541
category91,2022/11/7,4
category63,2022/11/8,2433
category311,2022/11/7,54
category77,2022/11/8,3949
category56,2022/11/7,625
category166,2022/11/8,10071
category248,2022/11/7,1462
category164,2022/11/9,10211
category29,2022/11/7,812
category250,2022/11/8,7296
category48,2022/11/7,1379
category12,2022/10/2,610
category203,2022/10/2,1901
category166,2022/10/1,4169
category190,2022/10/2,1179
category116,2022/10/1,44
category154,2022/10/2,1125
category121,2022/10/2,1090
category245,2022/10/2,5711
category164,2022/10/2,7106
category86,2022/10/2,2063
category279,2022/10/2,7156
category317,2022/11/13,2
category185,2022/11/13,3346
category248,2022/11/14,1807
category190,2022/11/15,1166
category15,2022/11/13,1293
category13,2022/11/14,411
category36,2022/11/12,10
category204,2022/11/12,164
category114,2022/11/13,387
category139,2022/11/11,289
category33,2022/11/14,407
category74,2022/11/12,103
category255,2022/11/11,222
category308,2022/11/13,22105
category323,2022/11/12,158
category66,2022/11/12,12
category68,2022/11/15,14
category222,2022/11/12,187
category227,2022/11/12,251
category325,2022/11/14,685
category235,2022/11/12,15
category341,2022/11/11,53
category9,2022/11/11,5
category199,2022/11/15,3
category41,2022/11/11,1
category58,2022/11/14,2072
category139,2022/11/12,184
category21,2022/11/13,82401
category305,2022/11/12,290
category313,2022/11/13,3021
category251,2022/11/12,55
category153,2022/11/15,19565
category188,2022/11/15,1854
category161,2022/11/14,1639
category149,2022/11/11,11
category120,2022/11/12,38
category337,2022/11/11,0
category264,2022/11/12,87
category341,2022/11/12,35
category292,2022/11/12,248
category92,2022/11/12,84
category175,2022/11/12,21
category6,2022/11/12,9
category102,2023/10/6,7312
category91,2023/10/5,1
category183,2023/10/6,1921
category182,2023/10/6,111
category110,2023/10/6,62
category216,2023/10/5,1
category318,2023/10/5,4
category305,2023/10/6,86
category337,2023/10/5,5
category154,2023/10/6,1272
category55,2023/10/5,1
category237,2023/10/6,3486
category106,2023/10/5,2
category81,2023/10/6,31
category62,2023/10/6,485
category118,2023/10/6,540
category309,2023/10/5,19
category90,2023/10/5,11
category333,2023/10/6,0
category273,2023/10/6,709
category250,2023/10/6,1348
category66,2023/10/5,3
category81,2022/10/10,21
category57,2022/10/10,8
category34,2022/10/10,101
category259,2022/10/10,1473
category104,2022/10/10,1801
category263,2022/10/10,3111
category225,2022/10/10,17470
category125,2022/10/10,69
category133,2022/10/10,22
category111,2022/10/10,18
category64,2022/10/10,47
category11,2022/10/10,54
category175,2022/10/10,16
category309,2022/10/10,9
category236,2022/10/10,364
category194,2022/10/10,254
category292,2022/10/10,42
category205,2022/10/10,159
category63,2022/10/10,2582
category276,2022/10/10,10045
category141,2022/10/10,2346
category302,2022/10/10,14
category66,2022/10/10,14
category114,2022/10/10,131
category220,2022/10/10,10
category264,2022/10/10,209
category250,2022/10/10,1962
category93,2022/10/10,1002
category239,2022/10/10,452
category85,2022/10/10,146
category173,2022/10/10,802
category126,2022/10/10,16
category99,2022/10/10,32
category150,2022/10/10,24
category39,2022/10/10,28
category160,2022/10/10,694
category139,2022/10/10,104
category47,2022/10/10,488
category84,2022/10/10,39386
category51,2022/10/10,844
category168,2022/10/10,7
category138,2022/10/10,204
category88,2022/10/10,186
category293,2022/10/10,183
category231,2022/10/11,2
category89,2022/10/10,949
category179,2022/10/10,26
category96,2022/10/10,1
category191,2022/10/10,1569
category32,2022/10/10,866
category75,2022/10/10,38
category254,2022/10/10,21681
category79,2022/10/10,45
category246,2022/10/10,82
category122,2022/10/10,761
category223,2022/10/10,2495
category108,2022/10/10,190
category16,2022/10/10,366
category294,2022/10/10,0
category154,2022/10/10,1036
category137,2022/10/10,13790
category46,2022/10/10,171
category164,2022/10/10,8301
category243,2022/10/10,9405
category172,2022/10/10,350
category238,2022/10/10,164
category161,2022/10/10,1605
category74,2022/10/10,49
category228,2022/10/10,228
category227,2022/10/10,129
category229,2022/10/10,254
category29,2022/10/10,508
category320,2022/10/10,18
category279,2022/10/10,6975
category252,2022/10/10,36
category146,2022/10/10,564
category217,2022/10/10,13
category212,2022/10/10,62
category80,2022/10/10,257
category12,2022/10/10,407
category61,2022/10/10,3136
category28,2022/10/10,153
category270,2022/10/10,138
category186,2022/10/10,226
category107,2022/10/10,385
category323,2022/10/10,78
category204,2022/10/10,44
category313,2022/10/10,2776
category101,2022/10/10,38
category281,2022/10/10,392
category136,2022/10/10,189
category271,2022/10/10,199
category78,2022/10/10,82
category8,2022/10/10,518
category190,2022/10/10,1227
category308,2022/10/10,13925
category300,2022/10/10,484
category297,2022/10/10,173
category65,2022/10/10,10197
category49,2022/10/10,195
category162,2022/10/10,19
category255,2022/10/10,13
category152,2022/10/10,546
category20,2022/10/10,21166
category267,2022/10/10,26
category145,2022/10/10,10
category188,2022/10/10,2286
category245,2022/10/10,5012
category215,2022/10/10,277
category19,2022/10/10,50
category131,2022/10/10,5
category262,2022/10/10,836
category230,2022/10/10,15
category303,2022/10/10,543
category247,2022/10/10,396
category110,2022/10/10,100
category280,2022/10/10,3677
category144,2022/10/10,121
category56,2022/10/10,408
category284,2022/10/10,138
category163,2022/10/10,67
category158,2022/10/10,82
category72,2022/10/10,1573
category71,2022/10/10,520
category105,2022/10/10,20
category18,2022/10/10,77
category290,2022/10/10,22
category176,2022/10/10,99
category121,2022/10/10,931
category299,2022/10/10,753
category112,2022/10/10,49
category202,2022/10/10,1
category14,2022/10/10,60
category232,2022/10/10,406
category171,2022/10/10,1220
category44,2022/10/10,1949
category135,2022/10/10,406
category183,2022/10/10,1567
category3,2022/10/10,36
category178,2022/10/10,87
category222,2022/10/10,71
category62,2022/10/10,1075
category192,2022/10/10,768
category151,2022/10/10,1793
category140,2022/10/10,126
category21,2022/10/10,36791
category48,2022/10/10,3847
category324,2022/10/10,191
category87,2022/10/10,8611
category17,2022/10/10,544
category177,2022/10/10,51
category33,2022/10/10,211
category70,2022/10/10,374
category174,2022/10/10,58
category53,2022/10/10,89
category322,2022/10/10,194
category275,2022/10/10,325
category165,2022/10/10,1186
category181,2022/10/10,3
category86,2022/10/10,1823
category237,2022/10/10,2498
category77,2022/10/10,1167
category296,2022/10/10,222
category169,2022/10/10,1034
category27,2022/10/10,76
category196,2022/10/10,1614
category295,2022/10/10,98
category256,2022/10/10,127
category286,2022/10/10,689
category25,2022/10/10,45
category305,2022/10/10,42
category287,2022/10/10,265
category127,2022/10/10,140
category69,2022/10/10,4
category316,2022/10/10,432
category349,2022/10/10,5
category224,2022/10/10,33
category185,2022/10/10,3517
category35,2022/10/10,999
category341,2022/10/10,15
category95,2022/10/10,1066
category226,2022/10/10,1186
category233,2022/10/10,508
category198,2022/10/10,295
category97,2022/10/10,1248
category209,2022/10/10,4495
category26,2022/10/10,485
category214,2022/10/10,58
category307,2022/10/10,1413
category335,2022/10/10,11
category30,2022/10/10,3666
category52,2022/10/10,172
category40,2022/10/10,31583
category314,2022/10/10,15
category218,2022/10/10,79
category22,2022/10/10,29
category58,2022/10/10,1805
category195,2022/10/10,2775
category113,2022/10/10,10
category182,2022/10/10,106
category203,2022/10/10,1730
category211,2022/10/10,18
category148,2022/10/10,353
category289,2022/10/10,35
category155,2022/10/10,45
category189,2022/10/10,60
category60,2022/10/10,10862
category248,2022/10/10,1259
category200,2022/10/10,2793
category68,2022/10/10,15
category13,2022/10/10,186
category235,2022/10/10,4
category321,2022/10/10,289
category91,2022/10/10,8
category283,2022/10/10,1674
category269,2022/10/10,6
category92,2022/10/10,37
category116,2022/10/10,185
category129,2022/10/10,178
category331,2022/10/10,44
category184,2022/10/10,391
category130,2022/10/10,7103
category257,2022/10/10,110
category42,2022/10/10,5770
category73,2022/10/10,189
category45,2022/10/10,331
category277,2022/10/10,102
category123,2022/10/10,313
category241,2022/10/10,778
category124,2022/10/10,1672
category157,2022/10/10,363
category273,2022/10/10,802
category268,2022/10/10,291
category265,2022/10/10,4
category36,2022/10/10,4
category261,2022/10/10,233
category282,2022/10/10,1320
category201,2022/10/10,57
category197,2022/10/10,224
category15,2022/10/10,1000
category24,2022/10/10,1077
category251,2022/10/10,26
category153,2022/10/10,11632
category143,2022/10/10,488
category4,2022/10/10,24
category278,2022/10/10,25
category166,2022/10/10,3954
category103,2022/10/10,852
category156,2022/10/10,241
category98,2022/10/10,15
category301,2022/10/10,22
category102,2022/10/10,9932
category59,2022/10/10,82
category253,2022/10/10,904
category76,2022/10/10,105
category240,2022/10/10,1127
category285,2022/10/10,1707
category325,2022/10/10,1523
category266,2022/10/10,2704
category258,2022/10/10,578
category100,2022/10/10,101
category1,2022/10/10,31
category2,2022/10/10,6973
category311,2022/10/10,39
category298,2022/10/10,24
category117,2022/10/10,19
category90,2022/10/10,18
category94,2022/10/10,426
category38,2022/10/10,52
category306,2022/10/10,49
category242,2022/10/10,2969
category118,2022/10/10,299
category208,2022/10/10,894
category43,2022/10/10,252
category147,2022/10/10,13
category120,2022/10/10,44
category128,2022/10/10,927
category235,2022/11/13,13
category33,2022/11/13,404
category121,2022/11/13,1505
category316,2022/11/15,805
category230,2022/11/13,25
category140,2022/11/13,193
category62,2022/11/13,864
category302,2022/11/13,19
category205,2022/11/13,148
category287,2022/11/13,273
category25,2022/11/13,126
category4,2022/11/13,56
category323,2022/11/13,155
category64,2022/11/12,97
category293,2022/11/13,241
category211,2022/11/12,39
category119,2022/11/12,14
category349,2022/11/14,5
category143,2022/11/13,496
category102,2022/11/13,10082
category105,2022/11/12,35
category118,2022/11/13,107
category209,2022/11/15,6127
category253,2022/11/13,950
category265,2022/11/12,28
category196,2022/11/13,1834
category118,2022/11/14,187
category227,2022/11/13,190
category169,2022/11/13,1531
category311,2022/11/13,38
category241,2022/11/13,774
category228,2022/11/13,101
category183,2022/11/13,1701
category35,2022/11/13,720
category52,2022/11/14,171
category262,2022/11/15,2936
category91,2022/11/12,10
category19,2022/11/13,92
category8,2022/11/13,698
category161,2022/11/13,1501
category99,2022/11/12,57
category66,2022/11/13,9
category93,2022/11/13,966
category220,2022/11/12,30
category46,2022/11/13,412
category269,2022/11/13,15
category232,2022/11/15,812
category154,2022/11/13,1773
category109,2022/11/13,528
category254,2022/11/14,31259
category12,2022/11/13,1769
category192,2022/11/13,394
category92,2022/11/13,35
category254,2022/11/13,35515
category298,2022/11/13,19
category151,2022/11/13,2376
category246,2022/11/13,165
category256,2022/11/13,183
category160,2022/11/14,527
category250,2022/11/13,3778
category162,2022/11/13,25
category115,2022/11/12,3
category176,2022/11/13,161
category108,2022/11/14,201
category148,2022/11/12,486
category49,2022/11/13,391
category86,2022/11/14,1880
category146,2022/11/13,1103
category349,2022/11/13,2
